no.,route_id,date,app_booking hour,app_pick-up point,app_destination,grab car 4-seater_published fare (in php),app_eta_min,app_eta_max,"""Beat high fares"" note shown on app?",gmaps1_time of route check,gmaps1_ride duration (in minutes),gmaps1_distance (km),same route?,gmaps2_time of route check,gmaps2_ride duration (in minutes),gmaps2_distance (km),table fare,Fixed Date and Time (Manila),Route (API),Service Name,ETA,ETT,MaxFare,MinFare,SurgeNotice,Surge factor,app_booking hour_hours
336,3,2024-02-17,18:01:00,University of Santo Tomas Main Building,Mall of Asia Arena Coral Way,549,18:45:00,19:00:00,No ,18:05:00,41,11.7,Yes,18:05:00,41,11.7,332.4199999999999,2024-02-17 18:00:00,3,GrabCar 4-Seater,5,43,600.6,436.8,HIGH_SURGE,1.651525179,18.0
337,3,2024-02-17,19:02:00,University of Santo Tomas Main Building,Mall of Asia Arena Coral Way,513,19:42:00,19:51:00,No ,19:02:00,33,11.2,No,19:04:00,33,11.5,309.41999999999996,2024-02-17 19:00:00,3,GrabCar 4-Seater,6,39,545.6,396.8,HIGH_SURGE,1.657940663,19.0
338,3,2024-02-17,20:02:00,University of Santo Tomas Main Building,Mall of Asia Arena Coral Way,419,20:39:00,20:56:00,No ,20:01:00,30,11.2,No,20:03:00,32,11.5,319.41999999999996,2024-02-17 20:00:00,3,GrabCar 4-Seater,3,37,459.8,334.4,NONE,1.311752551,20.0
339,3,2024-02-17,21:04:00,University of Santo Tomas Main Building,Mall of Asia Arena Coral Way,406,21:36:00,21:48:00,No ,21:06:00,27,11.2,No,21:07:00,28,11.5,299.42,2024-02-17 21:00:00,3,GrabCar 4-Seater,1,34,448.8,326.4,NONE,1.355954846,21.0
340,3,2024-02-17,22:01:00,University of Santo Tomas Main Building,Mall of Asia Arena Coral Way,410,22:32:00,22:43:00,No ,22:02:00,26,11.2,No,22:03:00,27,11.6,296.92,2024-02-17 22:00:00,3,GrabCar 4-Seater,1,32,449.9,327.2,NONE,1.380843325,22.0
341,3,2024-02-17,23:02:00,University of Santo Tomas Main Building,Mall of Asia Arena Coral Way,400,23:29:00,23:39:00,No ,23:04:00,24,11.2,No,23:06:00,26,11.5,285.4200000000001,2024-02-17 23:00:00,3,GrabCar 4-Seater,1,27,438.9,319.2,NONE,1.401443487,23.0
342,3,2024-02-18,00:00:00,University of Santo Tomas Main Building,Mall of Asia Arena Coral Way,396,00:23:00,00:33:00,No ,00:04:00,23,11.2,No,00:08:00,23,11.5,277.42,2024-02-18 00:00:00,3,GrabCar 4-Seater,1,24,442.2,321.6,NONE,1.427438541,0.0
343,3,2024-02-18,06:00:00,University of Santo Tomas Main Building,Mall of Asia Arena Coral Way,447,06:34:00,06:48:00,No ,06:04:00,29,11.8,Yes,06:04:00,29,11.8,311.91999999999996,2024-02-18 06:00:00,3,GrabCar 4-Seater,1,28,433.4,315.2,NONE,1.433059759,6.0
344,3,2024-02-18,07:00:00,University of Santo Tomas Main Building,Mall of Asia Arena Coral Way,399,07:26:00,07:37:00,No ,07:32:00,24,11.2,No,07:32:00,25,11.5,285.4199999999999,2024-02-18 07:00:00,3,GrabCar 4-Seater,1,25,445.5,324.0,NONE,1.397939878,7.0
345,3,2024-02-18,08:00:00,University of Santo Tomas Main Building,Mall of Asia Arena Coral Way,399,08:26:00,08:37:00,No ,08:04:00,25,11.2,No,08:05:00,27,11.5,285.4200000000001,2024-02-18 08:00:00,3,GrabCar 4-Seater,1,26,419.1,304.8,NONE,1.397939878,8.0
346,3,2024-02-18,09:00:00,University of Santo Tomas Main Building,Mall of Asia Arena Coral Way,398,09:30:00,09:41:00,No ,09:01:00,25,11.2,No,09:02:00,27,11.5,293.42,2024-02-18 09:00:00,3,GrabCar 4-Seater,1,30,432.3,314.4,NONE,1.356417422,9.0
347,3,2024-02-18,10:13:00,University of Santo Tomas Main Building,Mall of Asia Arena Coral Way,411,10:47:00,10:58:00,No ,10:13:00,30,11.2,No,10:14:00,33,12.2,311.92,2024-02-18 10:00:00,3,GrabCar 4-Seater,1,32,444.4,323.2,NONE,1.31764555,10.0
348,3,2024-02-18,11:01:00,University of Santo Tomas Main Building,Mall of Asia Arena Coral Way,419,11:33:00,11:45:00,No ,11:02:00,31,12.0,No,11:03:00,35,12.2,309.92,2024-02-18 11:00:00,3,GrabCar 4-Seater,1,32,454.3,330.4,NONE,1.351961797,11.0
349,3,2024-02-18,12:06:00,University of Santo Tomas Main Building,Mall of Asia Arena Coral Way,426,12:40:00,12:52:00,No ,12:10:00,32,12.0,No,12:10:00,37,11.7,306.42,2024-02-18 12:00:00,3,GrabCar 4-Seater,1,36,468.6,340.8,NONE,1.390248678,12.0
350,3,2024-02-18,13:00:00,University of Santo Tomas Main Building,Mall of Asia Arena Coral Way,430,13:36:00,13:48:00,No ,13:00:00,36,13.2,No,13:01:00,37,12.2,317.91999999999996,2024-02-18 13:00:00,3,GrabCar 4-Seater,1,36,471.9,343.2,NONE,1.35254152,13.0
351,3,2024-02-18,14:00:00,University of Santo Tomas Main Building,Mall of Asia Arena Coral Way,436,14:36:00,14:49:00,No ,14:01:00,32,11.2,No,14:02:00,38,11.6,310.91999999999996,2024-02-18 14:00:00,3,GrabCar 4-Seater,1,38,481.8,350.4,NONE,1.402289978,14.0
352,3,2024-02-18,15:00:00,University of Santo Tomas Main Building,Mall of Asia Arena Coral Way,442,15:39:00,15:53:00,No ,15:03:00,33,11.2,Yes,15:03:00,33,11.2,312.91999999999996,2024-02-18 15:00:00,3,GrabCar 4-Seater,2,38,484.0,352.0,NONE,1.412501598,15.0
353,3,2024-02-18,16:01:00,University of Santo Tomas Main Building,Mall of Asia Arena Coral Way,444,16:38:00,16:51:00,No ,16:05:00,34,11.2,Yes,16:05:00,34,11.2,306.91999999999996,2024-02-18 16:00:00,3,GrabCar 4-Seater,1,39,487.3,354.4,NONE,1.446631044,16.0
354,3,2024-02-18,17:09:00,University of Santo Tomas Main Building,Mall of Asia Arena Coral Way,450,17:49:00,18:03:00,No ,17:12:00,33,11.2,Yes,17:12:00,33,11.2,314.91999999999996,2024-02-18 17:00:00,3,GrabCar 4-Seater,1,39,486.2,353.6,NONE,1.428934333,17.0
355,3,2024-02-18,18:00:00,University of Santo Tomas Main Building,Mall of Asia Arena Coral Way,452,18:41:00,18:54:00,No ,18:02:00,37,11.9,No,18:02:00,39,11.6,320.91999999999996,2024-02-18 18:00:00,3,GrabCar 4-Seater,1,40,487.3,354.4,NONE,1.408450704,18.0
356,3,2024-02-18,19:00:00,University of Santo Tomas Main Building,Mall of Asia Arena Coral Way,432,19:39:00,19:51:00,No ,19:01:00,34,11.2,No,19:04:00,38,11.9,319.41999999999996,2024-02-18 19:00:00,3,GrabCar 4-Seater,2,38,468.6,340.8,NONE,1.352451318,19.0
357,3,2024-02-18,20:04:00,University of Santo Tomas Main Building,Mall of Asia Arena Coral Way,407,20:37:00,20:49:00,No ,20:05:00,27,11.2,No,20:05:00,29,11.5,301.42,2024-02-18 20:00:00,3,GrabCar 4-Seater,1,34,442.2,321.6,NONE,1.350275363,20.0
358,3,2024-02-18,21:00:00,University of Santo Tomas Main Building,Mall of Asia Arena Coral Way,400,21:31:00,21:42:00,No ,21:01:00,26,11.2,No,21:02:00,28,11.5,295.42,2024-02-18 21:00:00,3,GrabCar 4-Seater,1,31,436.7,317.6,NONE,1.354004468,21.0
359,3,2024-02-18,22:00:00,University of Santo Tomas Main Building,Mall of Asia Arena Coral Way,399,22:29:00,22:41:00,No ,22:01:00,25,11.2,No,22:02:00,28,11.5,293.42,2024-02-18 22:00:00,3,GrabCar 4-Seater,1,31,442.2,321.6,NONE,1.359825506,22.0
360,3,2024-02-18,23:00:00,University of Santo Tomas Main Building,Mall of Asia Arena Coral Way,398,23:26:00,23:37:00,No ,23:00:00,26,11.2,No,23:01:00,27,11.5,285.41999999999973,2024-02-18 23:00:00,3,GrabCar 4-Seater,1,28,432.3,314.4,NONE,1.394436269,23.0
361,3,2024-02-19,00:00:00,University of Santo Tomas Main Building,Mall of Asia Arena Coral Way,389,00:26:00,00:37:00,No ,00:01:00,22,11.2,No,00:02:00,23,11.5,285.42,2024-02-19 00:00:00,3,GrabCar 4-Seater,1,23,435.6,316.8,NONE,1.362903791,0.0
362,3,2024-02-19,06:01:00,University of Santo Tomas Main Building,Mall of Asia Arena Coral Way,395,06:32:00,06:45:00,No ,06:01:00,24,11.2,No,06:02:00,27,11.5,299.42,2024-02-19 06:00:00,3,GrabCar 4-Seater,3,30,431.2,313.6,NONE,1.319217153,6.0
363,3,2024-02-19,07:01:00,University of Santo Tomas Main Building,Mall of Asia Arena Coral Way,423,07:42:00,07:58:00,No ,07:02:00,28,11.2,No,07:03:00,31,11.5,325.4199999999999,2024-02-19 07:00:00,3,GrabCar 4-Seater,7,36,460.9,335.2,NONE,1.299858644,7.0
364,3,2024-02-19,08:02:00,University of Santo Tomas Main Building,Mall of Asia Arena Coral Way,402,08:39:00,08:54:00,No ,08:03:00,28,11.2,No,08:04:00,31,11.5,315.42000000000013,2024-02-19 08:00:00,3,GrabCar 4-Seater,6,38,447.7,325.6,NONE,1.274491155,8.0
365,3,2024-02-19,09:02:00,University of Santo Tomas Main Building,Mall of Asia Arena Coral Way,408,09:37:00,09:51:00,No ,09:03:00,26,11.2,No,09:03:00,28,11.5,309.41999999999996,2024-02-19 09:00:00,3,GrabCar 4-Seater,4,31,436.7,317.6,NONE,1.318596083,9.0
366,3,2024-02-19,10:01:00,University of Santo Tomas Main Building,Mall of Asia Arena Coral Way,415,10:35:00,10:48:00,No ,10:02:00,26,11.2,No,10:02:00,29,11.5,305.41999999999996,2024-02-19 10:00:00,3,GrabCar 4-Seater,1,34,453.2,329.6,NONE,1.358784624,10.0
367,3,2024-02-19,11:09:00,University of Santo Tomas Main Building,Mall of Asia Arena Coral Way,412,11:42:00,11:55:00,No ,11:10:00,28,11.2,No,11:11:00,30,11.5,303.42,2024-02-19 11:00:00,3,GrabCar 4-Seater,1,32,451.0,328.0,NONE,1.3578538,11.0
368,3,2024-02-19,12:00:00,University of Santo Tomas Main Building,Mall of Asia Arena Coral Way,413,12:46:00,13:00:00,No ,12:17:00,30,11.5,Yes,12:17:00,30,11.5,331.4199999999999,2024-02-19 12:00:00,3,GrabCar 4-Seater,1,33,453.2,329.6,NONE,1.246152918,12.0
369,3,2024-02-19,13:00:00,University of Santo Tomas Main Building,Mall of Asia Arena Coral Way,414,13:34:00,13:48:00,No ,13:01:00,27,11.2,No,13:02:00,30,11.5,307.41999999999996,2024-02-19 13:00:00,3,GrabCar 4-Seater,1,32,449.9,327.2,NONE,1.346691822,13.0
370,3,2024-02-19,14:00:00,University of Santo Tomas Main Building,Mall of Asia Arena Coral Way,426,14:45:00,14:59:00,No ,14:10:00,31,11.2,No,14:10:00,34,11.5,329.4199999999999,2024-02-19 14:00:00,3,GrabCar 4-Seater,1,36,465.3,338.4,NONE,1.293181956,14.0
371,3,2024-02-19,15:00:00,University of Santo Tomas Main Building,Mall of Asia Arena Coral Way,424,15:37:00,15:51:00,No ,15:01:00,31,11.2,No,15:01:00,34,11.5,313.41999999999996,2024-02-19 15:00:00,3,GrabCar 4-Seater,1,35,462.0,336.0,NONE,1.352817306,15.0
372,3,2024-02-19,16:04:00,University of Santo Tomas Main Building,Mall of Asia Arena Coral Way,433,16:43:00,16:59:00,No ,16:05:00,33,11.2,No,16:05:00,34,11.5,321.42000000000024,2024-02-19 16:00:00,3,GrabCar 4-Seater,1,36,464.2,337.6,NONE,1.347147035,16.0
373,3,2024-02-19,17:02:00,University of Santo Tomas Main Building,Mall of Asia Arena Coral Way,433,17:46:00,18:02:00,No ,17:03:00,37,11.2,No,17:03:00,38,11.5,331.4199999999999,2024-02-19 17:00:00,3,GrabCar 4-Seater,3,39,467.5,340.0,NONE,1.306499306,17.0
374,3,2024-02-19,18:00:00,University of Santo Tomas Main Building,Mall of Asia Arena Coral Way,444,18:49:00,19:06:00,No ,18:01:00,32,11.2,No,18:01:00,34,11.5,343.41999999999985,2024-02-19 18:00:00,3,GrabCar 4-Seater,5,43,478.5,348.0,NONE,1.292877526,18.0
375,3,2024-02-19,19:00:00,University of Santo Tomas Main Building,Mall of Asia Arena Coral Way,426,19:38:00,19:53:00,No ,19:01:00,28,11.2,No,19:01:00,29,11.5,317.42000000000024,2024-02-19 19:00:00,3,GrabCar 4-Seater,2,37,452.1,328.8,NONE,1.342070443,19.0
376,3,2024-02-19,20:00:00,University of Santo Tomas Main Building,Mall of Asia Arena Coral Way,401,20:33:00,20:46:00,No ,20:03:00,26,11.2,No,20:03:00,28,11.5,303.42,2024-02-19 20:00:00,3,GrabCar 4-Seater,1,32,435.6,316.8,NONE,1.321600422,20.0
377,3,2024-02-19,21:00:00,University of Santo Tomas Main Building,Mall of Asia Arena Coral Way,393,21:43:00,21:55:00,No ,21:16:00,24,11.2,No,21:16:00,26,11.5,321.41999999999996,2024-02-19 21:00:00,3,GrabCar 4-Seater,1,32,435.6,316.8,NONE,1.222699272,21.0
378,3,2024-02-19,22:00:00,University of Santo Tomas Main Building,Mall of Asia Arena Coral Way,391,22:27:00,22:39:00,No ,22:00:00,24,11.2,No,22:01:00,25,11.5,289.4200000000001,2024-02-19 22:00:00,3,GrabCar 4-Seater,1,28,433.4,315.2,NONE,1.350977818,22.0
379,3,2024-02-19,23:00:00,University of Santo Tomas Main Building,Mall of Asia Arena Coral Way,395,23:23:00,23:35:00,No ,23:01:00,22,11.2,No,23:01:00,24,11.5,281.41999999999973,2024-02-19 23:00:00,3,GrabCar 4-Seater,1,24,440.0,320.0,NONE,1.403596049,23.0
380,3,2024-02-20,00:00:00,University of Santo Tomas Main Building,Mall of Asia Arena Coral Way,387,00:30:00,00:41:00,No ,00:10:00,21,11.2,No,00:10:00,22,11.5,293.42,2024-02-20 00:00:00,3,GrabCar 4-Seater,1,23,432.3,314.4,NONE,1.318928498,0.0
381,3,2024-02-20,06:00:00,University of Santo Tomas Main Building,Mall of Asia Arena Coral Way,395,06:31:00,06:43:00,No ,06:01:00,26,11.2,No,06:02:00,28,11.5,297.42,2024-02-20 06:00:00,3,GrabCar 4-Seater,3,30,430.1,312.8,NONE,1.328088225,6.0
382,3,2024-02-20,07:00:00,University of Santo Tomas Main Building,Mall of Asia Arena Coral Way,426,07:42:00,07:57:00,No ,07:01:00,29,11.2,No,07:02:00,31,11.7,328.4199999999999,2024-02-20 07:00:00,3,GrabCar 4-Seater,6,38,465.3,338.4,NONE,1.297119542,7.0
383,3,2024-02-20,08:00:00,University of Santo Tomas Main Building,Mall of Asia Arena Coral Way,410,08:46:00,09:03:00,No ,08:02:00,31,11.2,No,08:02:00,33,11.5,337.42,2024-02-20 08:00:00,3,GrabCar 4-Seater,7,41,456.5,332.0,NONE,1.215102839,8.0
384,3,2024-02-20,09:00:00,University of Santo Tomas Main Building,Mall of Asia Arena Coral Way,416,09:36:00,09:51:00,No ,09:01:00,28,11.2,No,09:01:00,30,11.5,313.41999999999996,2024-02-20 09:00:00,3,GrabCar 4-Seater,4,35,451.0,328.0,NONE,1.327292451,9.0
385,3,2024-02-20,10:00:00,University of Santo Tomas Main Building,Mall of Asia Arena Coral Way,417,10:36:00,10:50:00,No ,10:01:00,29,11.2,No,10:01:00,31,11.5,311.41999999999996,2024-02-20 10:00:00,3,GrabCar 4-Seater,1,35,464.2,337.6,NONE,1.33902768,10.0
386,3,2024-02-20,11:00:00,University of Santo Tomas Main Building,Mall of Asia Arena Coral Way,426,11:36:00,11:51:00,No ,11:01:00,30,11.2,No,11:01:00,32,11.5,313.42000000000013,2024-02-20 11:00:00,3,GrabCar 4-Seater,1,35,463.1,336.8,NONE,1.35919852,11.0
387,3,2024-02-20,12:00:00,University of Santo Tomas Main Building,Mall of Asia Arena Coral Way,421,12:39:00,12:53:00,No ,12:05:00,30,11.2,No,12:06:00,31,11.5,317.41999999999996,2024-02-20 12:00:00,3,GrabCar 4-Seater,2,34,459.8,334.4,NONE,1.326318442,12.0
388,3,2024-02-20,13:00:00,University of Santo Tomas Main Building,Mall of Asia Arena Coral Way,433,13:40:00,13:56:00,No ,13:03:00,29,11.2,No,13:03:00,31,11.5,323.42000000000024,2024-02-20 13:00:00,3,GrabCar 4-Seater,3,33,493.9,359.2,HIGH_SURGE,1.3388164,13.0
389,3,2024-02-20,14:00:00,University of Santo Tomas Main Building,Mall of Asia Arena Coral Way,436,14:36:00,14:49:00,No ,13:06:00,32,11.5,Yes,13:06:00,32,11.5,309.41999999999996,2024-02-20 14:00:00,3,GrabCar 4-Seater,3,36,466.4,339.2,NONE,1.409087971,14.0
390,3,2024-02-20,15:05:00,University of Santo Tomas Main Building,Mall of Asia Arena Coral Way,433,15:45:00,16:00:00,Yes,15:06:00,34,11.5,Yes,15:06:00,34,11.5,321.41999999999996,2024-02-20 15:00:00,3,GrabCar 4-Seater,3,38,474.1,344.8,NONE,1.347147035,15.0
391,3,2024-02-20,16:02:00,University of Santo Tomas Main Building,Mall of Asia Arena Coral Way,429,16:44:00,16:59:00,Yes,16:03:00,34,11.5,Yes,16:03:00,34,11.5,325.42000000000024,2024-02-20 16:00:00,3,GrabCar 4-Seater,5,38,474.1,344.8,NONE,1.318296355,16.0
392,3,2024-02-20,17:03:00,University of Santo Tomas Main Building,Mall of Asia Arena Coral Way,451,17:51:00,18:08:00,Yes,17:04:00,41,11.5,Yes,17:04:00,41,11.5,341.41999999999985,2024-02-20 17:00:00,3,GrabCar 4-Seater,2,44,490.6,356.8,NONE,1.320953664,17.0
393,3,2024-02-20,18:04:00,University of Santo Tomas Main Building,Mall of Asia Arena Coral Way,456,18:51:00,19:07:00,Yes,18:11:00,36,11.2,No,18:12:00,37,11.5,337.41999999999985,2024-02-20 18:00:00,3,GrabCar 4-Seater,4,49,519.2,377.6,HIGH_SURGE,1.35143145,18.0
394,3,2024-02-20,19:01:00,University of Santo Tomas Main Building,Mall of Asia Arena Coral Way,416,19:43:00,19:59:00,No ,19:00:00,37,11.5,Yes,19:00:00,37,11.5,327.42000000000024,2024-02-20 19:00:00,3,GrabCar 4-Seater,2,39,463.1,336.8,NONE,1.270539368,19.0
395,3,2024-02-20,20:00:00,University of Santo Tomas Main Building,Mall of Asia Arena Coral Way,401,20:33:00,20:47:00,No ,20:02:00,26,11.2,No,20:02:00,29,11.5,305.41999999999996,2024-02-20 20:00:00,3,GrabCar 4-Seater,1,32,435.6,316.8,NONE,1.312946107,20.0
396,3,2024-02-20,21:00:00,University of Santo Tomas Main Building,Mall of Asia Arena Coral Way,399,21:32:00,21:45:00,No ,21:01:00,24,11.2,No,21:01:00,27,11.5,301.42,2024-02-20 21:00:00,3,GrabCar 4-Seater,1,32,435.6,316.8,NONE,1.323734324,21.0
397,3,2024-02-20,22:01:00,University of Santo Tomas Main Building,Mall of Asia Arena Coral Way,390,22:28:00,22:40:00,Yes,22:02:00,24,11.2,No,22:02:00,26,11.5,289.4200000000001,2024-02-20 22:00:00,3,GrabCar 4-Seater,1,27,431.2,313.6,NONE,1.347522631,22.0
398,3,2024-02-20,23:00:00,University of Santo Tomas Main Building,Mall of Asia Arena Coral Way,386,23:25:00,23:36:00,Yes,23:02:00,23,11.2,No,23:02:00,25,11.5,283.41999999999973,2024-02-20 23:00:00,3,GrabCar 4-Seater,1,25,426.8,310.4,NONE,1.361936349,23.0
399,3,2024-02-21,00:00:00,University of Santo Tomas Main Building,Mall of Asia Arena Coral Way,379,00:23:00,00:34:00,Yes,00:01:00,22,11.2,No,00:01:00,25,11.5,279.42,2024-02-21 00:00:00,3,GrabCar 4-Seater,1,22,419.1,304.8,NONE,1.356381075,0.0
400,5,2024-02-14,06:00:00,Mile Long Bldg.,SM Aura Main Entrance,245,06:21:00,06:32:00,No ,06:00:00,17,5.4,No,06:01:00,17,5.4,182.37999999999994,2024-02-14 06:00:00,5,GrabCar 4-Seater,4,21,265.1,192.8,LOW_SURGE,1.343349051,6.0
401,5,2024-02-14,07:00:00,Mile Long Bldg.,SM Aura Main Entrance,261,07:30:00,07:42:00,No ,07:00:00,22,5.4,No,07:04:00,22,5.2,199.38000000000002,2024-02-14 07:00:00,5,GrabCar 4-Seater,5,28,301.4,219.2,HIGH_SURGE,1.30905808,7.0
402,5,2024-02-14,08:00:00,Mile Long Bldg.,SM Aura Main Entrance,376,08:44:00,09:00:00,No ,08:00:00,35,6.2,No,08:05:00,29,5.2,235.38000000000005,2024-02-14 08:00:00,5,GrabCar 4-Seater,8,39,367.4,267.2,HIGH_SURGE,1.597416943,8.0
403,5,2024-02-14,09:04:00,Mile Long Bldg.,SM Aura Main Entrance,289,09:37:00,09:51:00,No ,09:00:00,26,5.2,Yes,09:00:00,26,5.2,209.38,2024-02-14 09:00:00,5,GrabCar 4-Seater,3,33,304.7,221.6,HIGH_SURGE,1.380265546,9.0
405,5,2024-02-14,11:05:00,Mile Long Bldg.,SM Aura Main Entrance,285,11:34:00,11:47:00,No ,11:06:00,16,5.4,No,11:07:00,16,5.2,199.37999999999985,2024-02-14 11:00:00,5,GrabCar 4-Seater,1,30,305.8,222.4,LOW_SURGE,1.429431237,11.0
406,5,2024-02-14,12:00:00,Mile Long Bldg.,SM Aura Main Entrance,278,12:34:00,12:47:00,No ,12:10:00,22,5.2,Yes,12:10:00,22,5.2,209.38,2024-02-14 12:00:00,5,GrabCar 4-Seater,1,31,305.8,222.4,LOW_SURGE,1.327729487,12.0
407,5,2024-02-14,13:00:00,Mile Long Bldg.,SM Aura Main Entrance,268,13:27:00,13:39:00,No ,13:02:00,19,5.2,Yes,13:02:00,20,5.2,193.38000000000005,2024-02-14 13:00:00,5,GrabCar 4-Seater,1,28,297.0,216.0,LOW_SURGE,1.385872376,13.0
408,5,2024-02-14,14:00:00,Mile Long Bldg.,SM Aura Main Entrance,296,14:36:00,14:49:00,No ,14:05:00,28,5.2,Yes,14:00:00,28,5.2,213.37999999999997,2024-02-14 14:00:00,5,GrabCar 4-Seater,3,32,328.9,239.2,LOW_SURGE,1.387196551,14.0
409,5,2024-02-14,15:00:00,Mile Long Bldg.,SM Aura Main Entrance,369,15:36:00,15:50:00,No ,15:00:00,35,5.2,Yes,15:00:00,35,5.2,215.37999999999997,2024-02-14 15:00:00,5,GrabCar 4-Seater,4,36,412.5,300.0,HIGH_SURGE,1.713250998,15.0
410,5,2024-02-14,16:00:00,Mile Long Bldg.,SM Aura Main Entrance,414,16:50:00,17:07:00,No ,16:00:00,35,5.2,No,16:00:00,35,5.3,250.88000000000017,2024-02-14 16:00:00,5,GrabCar 4-Seater,7,36,414.7,301.6,HIGH_SURGE,1.650191327,16.0
411,5,2024-02-14,17:00:00,Mile Long Bldg.,SM Aura Main Entrance,418,17:51:00,18:10:00,No ,17:00:00,40,5.3,No,17:00:00,51,5.2,255.37999999999982,2024-02-14 17:00:00,5,GrabCar 4-Seater,8,48,459.8,334.4,HIGH_SURGE,1.636776568,17.0
412,5,2024-02-14,18:00:00,Mile Long Bldg.,SM Aura Main Entrance,448,18:56:00,19:16:00,No ,18:04:00,47,9.1,No,18:08:00,53,5.3,268.8800000000001,2024-02-14 18:00:00,5,GrabCar 4-Seater,11,52,510.4,371.2,HIGH_SURGE,1.666170783,18.0
413,5,2024-02-14,19:00:00,Mile Long Bldg.,SM Aura Main Entrance,419,19:48:00,20:04:00,No ,19:01:00,35,5.4,No,19:01:00,35,5.3,244.88000000000017,2024-02-14 19:00:00,5,GrabCar 4-Seater,11,40,431.2,313.6,HIGH_SURGE,1.711042143,19.0
414,5,2024-02-14,20:00:00,Mile Long Bldg.,SM Aura Main Entrance,398,20:46:00,21:03:00,No ,20:00:00,34,5.4,No,20:00:00,30,5.2,241.37999999999988,2024-02-14 20:00:00,5,GrabCar 4-Seater,8,42,398.2,289.6,HIGH_SURGE,1.648852432,20.0
415,5,2024-02-14,21:00:00,Mile Long Bldg.,SM Aura Main Entrance,355,21:37:00,21:52:00,No ,21:00:00,24,6.8,No,21:00:00,22,5.2,219.37999999999994,2024-02-14 21:00:00,5,GrabCar 4-Seater,5,35,377.3,274.4,HIGH_SURGE,1.618196736,21.0
416,5,2024-02-14,22:00:00,Mile Long Bldg.,SM Aura Main Entrance,304,22:29:00,22:41:00,No ,22:00:00,35,5.4,No,22:02:00,28,5.2,197.38000000000002,2024-02-14 22:00:00,5,GrabCar 4-Seater,5,25,334.4,243.2,HIGH_SURGE,1.54017631,22.0
417,5,2024-02-14,23:00:00,Mile Long Bldg.,SM Aura Main Entrance,284,23:24:00,23:34:00,No ,23:00:00,26,5.2,Yes,23:00:00,26,5.2,183.37999999999977,2024-02-14 23:00:00,5,GrabCar 4-Seater,4,20,312.4,227.2,HIGH_SURGE,1.548696695,23.0
418,5,2024-02-15,00:00:00,Mile Long Bldg.,SM Aura Main Entrance,229,00:16:00,00:25:00,No ,00:00:00,24,5.2,Yes,00:00:00,24,5.2,165.38,2024-02-15 00:00:00,5,GrabCar 4-Seater,3,15,251.9,183.2,HIGH_SURGE,1.384689805,0.0
419,5,2024-02-15,06:00:00,Mile Long Bldg.,SM Aura Main Entrance,246,06:21:00,06:32:00,No ,06:00:00,16,5.4,No,06:01:00,14,5.2,179.37999999999994,2024-02-15 06:00:00,5,GrabCar 4-Seater,4,21,262.9,191.2,HIGH_SURGE,1.371390345,6.0
420,5,2024-02-15,07:00:00,Mile Long Bldg.,SM Aura Main Entrance,326,07:35:00,07:48:00,No ,07:01:00,26,5.4,No,07:03:00,25,5.2,211.37999999999997,2024-02-15 07:00:00,5,GrabCar 4-Seater,7,27,343.2,249.6,HIGH_SURGE,1.542246192,7.0
421,5,2024-02-15,08:00:00,Mile Long Bldg.,SM Aura Main Entrance,325,08:42:00,08:57:00,No ,08:00:00,25,5.5,No,08:05:00,23,5.2,229.38000000000005,2024-02-15 08:00:00,5,GrabCar 4-Seater,8,35,349.8,254.4,HIGH_SURGE,1.416862848,8.0
422,5,2024-02-15,09:00:00,Mile Long Bldg.,SM Aura Main Entrance,312,09:28:00,09:40:00,No ,09:01:00,23,5.4,No,09:02:00,21,5.4,198.38000000000002,2024-02-15 09:00:00,5,GrabCar 4-Seater,5,25,335.5,244.0,HIGH_SURGE,1.572739187,9.0
423,5,2024-02-15,10:00:00,Mile Long Bldg.,SM Aura Main Entrance,270,10:28:00,10:41:00,No ,10:00:00,22,5.4,No,10:00:00,20,5.2,197.37999999999988,2024-02-15 10:00:00,5,GrabCar 4-Seater,4,28,298.1,216.8,HIGH_SURGE,1.367919749,10.0
424,5,2024-02-15,11:00:00,Mile Long Bldg.,SM Aura Main Entrance,274,11:27:00,11:39:00,No ,11:00:00,21,5.4,No,11:00:00,19,5.2,193.38000000000005,2024-02-15 11:00:00,5,GrabCar 4-Seater,2,26,295.9,215.2,HIGH_SURGE,1.416899369,11.0
425,5,2024-02-15,12:00:00,Mile Long Bldg.,SM Aura Main Entrance,276,12:28:00,12:40:00,No ,12:00:00,24,5.4,Yes,12:00:00,24,5.4,198.38000000000002,2024-02-15 12:00:00,5,GrabCar 4-Seater,2,29,301.4,219.2,HIGH_SURGE,1.391269281,12.0
426,5,2024-02-15,13:00:00,Mile Long Bldg.,SM Aura Main Entrance,267,13:27:00,13:38:00,No ,13:02:00,23,5.4,Yes,13:02:00,23,5.4,194.38000000000005,2024-02-15 13:00:00,5,GrabCar 4-Seater,3,27,295.9,215.2,HIGH_SURGE,1.373598107,13.0
427,5,2024-02-15,14:00:00,Mile Long Bldg.,SM Aura Main Entrance,288,14:27:00,14:39:00,No ,14:00:00,25,5.4,Yes,14:00:00,25,5.4,196.38000000000005,2024-02-15 14:00:00,5,GrabCar 4-Seater,3,28,316.8,230.4,HIGH_SURGE,1.466544455,14.0
