date,app_booking hour,Surge factor
20240217,22:00:00,1.432370361
20240217,23:00:00,1.443081878
20240218,00:00:00,1.411012166
20240218,06:00:00,1.300594891
20240218,07:01:00,1.353801523
20240218,08:00:00,1.353801523
20240218,09:00:00,1.374955742
20240218,10:00:00,1.416263425
20240218,11:00:00,1.389369307
20240218,12:00:00,1.400899343
20240218,13:00:00,1.358917532
20240218,14:00:00,1.366309236
20240218,15:00:00,1.339138102
20240218,16:01:00,1.379231734
20240218,17:00:00,1.406664361
20240218,18:00:00,1.354062187
20240218,19:00:00,1.339336601
20240218,20:03:00,1.363153547
20240218,21:00:00,1.391377045
20240218,22:00:00,1.369054644
20240218,23:00:00,1.404741001
20240219,00:00:00,1.392198671
20240219,06:00:00,1.324539409
20240219,07:00:00,1.372429859
20240219,08:00:00,1.397631495
20240219,09:00:00,1.343947069
20240219,10:00:00,1.364623178
20240219,11:00:00,1.40281576
20240219,12:00:00,1.376293609
20240219,13:00:00,1.394246666
20240219,14:00:00,1.365624667
20240219,15:05:00,1.364623178
20240219,16:01:00,1.36600839
20240219,17:00:00,1.374961232
20240219,18:00:00,1.353654868
20240219,19:00:00,1.318101933
20240219,20:00:00,1.31363785
20240219,21:00:00,1.3547792
20240219,22:01:00,1.409291771
20240219,23:01:00,1.399727487
20240220,00:00:00,1.36256658
20240220,06:09:00,1.359454151
20240220,07:00:00,1.441554372
20240220,08:01:00,1.309257276
20240220,09:00:00,1.313546576
20240220,10:00:00,1.543730765
20240220,11:00:00,1.230645306
20240220,12:01:00,1.289788767
20240220,13:00:00,1.338778042
20240220,14:03:00,1.399770187
20240220,15:00:00,1.411454102
20240220,16:00:00,1.437634299
20240220,17:00:00,1.406599825
20240220,18:00:00,1.365415831
20240220,19:00:00,1.320361362
20240220,20:00:00,1.350159815
20240220,21:00:00,1.361181528
20240220,22:00:00,1.40446123
20240220,23:00:00,1.397348621
20240221,00:00:00,1.403531056
20240214,06:00:00,1.35531768
20240214,07:00:00,1.320408489
20240214,08:00:00,1.499924437
20240214,09:00:00,1.588386682
20240214,10:00:00,1.365048226
20240214,11:00:00,1.364289134
20240214,12:01:00,1.352321685
20240214,13:07:00,1.367689285
20240214,14:05:00,1.397023904
20240214,15:02:00,1.329745132
20240214,16:05:00,1.524553971
20240214,17:00:00,1.53503418
20240214,18:02:00,1.538985746
20240214,19:09:00,1.547765478
20240214,20:00:00,1.567330505
20240214,21:00:00,1.616169192
20240214,22:00:00,1.63734883
20240214,23:00:00,1.62881052
20240215,00:00:00,1.377387189
20240215,06:00:00,1.387065003
20240215,07:01:00,1.584206678
20240215,08:00:00,1.492592049
20240215,09:00:00,1.548435048
20240215,10:00:00,1.353659578
20240215,11:01:00,1.385151179
20240215,12:00:00,1.366142371
20240215,13:01:00,1.39851276
20240215,14:04:00,1.423516165
20240215,15:00:00,1.412172764
20240215,16:22:00,1.693129127
20240215,17:00:00,1.644419981
20240215,18:01:00,1.627049701
20240215,19:00:00,1.616099494
20240215,20:00:00,1.6355513
20240215,21:00:00,1.394519215
20240215,22:00:00,1.393005335
20240215,23:02:00,1.393657021
20240216,00:01:00,1.410895496
20240216,06:00:00,1.389125618
20240216,07:01:00,1.345873196
20240216,08:00:00,1.498937761
20240216,09:00:00,1.347453437
20240216,10:00:00,1.390983744
20240216,11:00:00,1.384543179
20240216,12:09:00,1.350664747
20240216,13:05:00,1.372177353
20240216,14:06:00,1.621754443
20240216,15:02:00,1.398178741
20240216,16:03:00,1.638128623
20240216,17:06:00,1.629519243
20240216,18:00:00,1.601680452
20240216,19:00:00,1.566010308
20240216,20:00:00,1.582420879
20240216,21:00:00,1.356354844
20240216,22:00:00,1.600454952
20240216,23:00:00,1.646167692
20240217,00:00:00,1.405363589
20240217,06:01:00,1.358088362
20240217,07:03:00,1.377470701
20240217,08:01:00,1.311379253
20240217,09:01:00,1.419494933
20240217,10:06:00,1.380418658
20240217,11:01:00,1.622527383
20240217,12:02:00,1.497981993
20240217,13:03:00,1.576188986
20240217,14:03:00,1.643405731
20240217,15:02:00,1.649128318
20240217,16:00:00,1.664876477
20240217,17:10:00,1.669510115
20240217,18:01:00,1.668760798
20240217,19:00:00,1.395173454
20240217,20:00:00,1.40454309
20240217,21:00:00,1.4088781
20240217,22:00:00,1.44174838
20240217,23:00:00,1.620408842
20240218,00:00:00,1.414042287
20240218,06:00:00,1.364351933
20240218,07:01:00,1.366387751
20240218,08:00:00,1.360696964
20240218,09:03:00,1.35997901
20240218,10:01:00,1.329469916
20240218,11:04:00,1.361192995
20240218,12:05:00,1.382868042
20240218,13:00:00,1.38962414
20240218,14:00:00,1.416093171
20240218,15:00:00,1.402737874
20240218,16:00:00,1.418256833
20240218,17:01:00,1.418953469
20240218,18:00:00,1.418256833
20240218,19:00:00,1.418953469
20240218,20:00:00,1.376342253
20240218,21:00:00,1.4088781
20240218,22:01:00,1.385837418
20240218,23:02:00,1.419076702
20240219,00:03:00,1.384190849
20240219,06:03:00,1.390062532
20240219,07:00:00,1.316419339
20240219,08:03:00,1.587035016
20240219,09:01:00,1.377855015
20240219,10:00:00,1.384864496
20240219,11:00:00,1.356117222
20240219,12:03:00,1.352399001
20240219,13:00:00,1.357466063
20240219,14:00:00,1.402737874
20240219,15:00:00,1.425745838
20240219,16:00:00,1.395546621
20240219,17:00:00,1.385744398
20240219,18:00:00,1.618146889
20240219,19:00:00,1.342232654
20240219,20:00:00,1.404939053
20240219,21:00:00,1.382604324
20240219,22:01:00,1.38727808
20240219,23:00:00,1.39058947
20240220,00:03:00,1.434693497
20240220,06:01:00,1.402737874
20240220,07:01:00,1.396901269
20240220,08:38:00,1.51143164
20240220,09:04:00,1.555760937
20240220,10:03:00,1.372911244
20240220,11:00:00,1.365944073
20240220,12:00:00,1.391680841
20240220,13:00:00,1.360315728
20240220,14:00:00,1.418178846
20240220,15:05:00,1.424560244
20240220,16:00:00,1.421723942
20240220,17:05:00,1.651300399
20240220,18:00:00,1.641956492
20240220,19:00:00,1.623956028
20240220,20:00:00,1.377041189
20240220,21:00:00,1.372911244
20240220,22:00:00,1.380489088
20240220,23:00:00,1.371115174
20240221,00:01:00,1.394849785
20240214,06:00:00,1.619957881
20240214,07:00:00,1.420245849
20240214,08:00:00,1.319374731
20240214,09:00:00,1.327877906
20240214,10:00:00,1.39063206
20240214,11:00:00,1.458257382
20240214,12:04:00,1.265102434
20240214,13:00:00,1.440962507
20240214,14:00:00,1.413082925
20240214,15:00:00,1.430598791
20240214,16:00:00,1.454324762
20240214,17:00:00,1.415010646
20240214,18:00:00,1.436342384
20240214,19:00:00,1.421400647
20240214,20:00:00,1.407948672
20240214,21:00:00,1.473103973
20240214,22:00:00,1.4871149
20240214,23:00:00,1.519547954
20240215,00:00:00,1.530505641
20240215,06:00:00,1.482009438
20240215,07:00:00,1.429348632
20240215,08:00:00,1.388396026
20240215,09:00:00,1.387557394
20240215,10:00:00,1.395301118
20240215,11:00:00,1.463426879
20240215,12:00:00,1.43228503
20240215,13:00:00,1.454526632
20240215,14:00:00,1.467452016
20240215,15:00:00,1.453386214
20240215,16:00:00,1.464325149
20240215,17:00:00,1.466765689
20240215,18:02:00,1.629655275
20240215,19:00:00,1.478047031
20240215,20:00:00,1.474437737
20240215,21:00:00,1.529431684
20240215,22:00:00,1.450545171
20240215,23:00:00,1.499181334
20240216,00:00:00,1.533778592
20240216,06:00:00,1.641143861
20240216,07:00:00,1.440536859
20240216,08:00:00,1.466454273
20240216,09:00:00,1.413116621
20240216,10:00:00,1.59004132
20240216,11:00:00,1.668526489
20240216,12:00:00,1.478047031
20240216,13:00:00,1.455449059
20240216,14:00:00,1.460829949
20240216,15:00:00,1.478158928
20240216,16:00:00,1.475610378
20240216,17:00:00,1.453619062
20240216,18:00:00,1.454324762
20240216,19:00:00,1.467800605
20240216,20:02:00,1.459702883
20240216,21:05:00,1.504128982
20240216,22:00:00,1.499213527
20240216,23:00:00,1.490038507
20240217,00:00:00,1.50415239
20240217,06:01:00,1.509463073
20240217,07:01:00,1.51229258
20240217,08:00:00,1.504211793
20240217,09:00:00,1.340913452
20240217,10:00:00,1.674768951
20240217,11:00:00,1.551080498
20240217,12:00:00,1.518228902
20240217,13:00:00,1.491083471
20240217,14:00:00,1.527361319
20240217,15:00:00,1.567207569
20240217,16:00:00,1.577778952
20240217,17:00:00,1.560726447
20240217,18:00:00,1.579536604
20240217,19:00:00,1.554404145
20240217,20:00:00,1.535728193
20240217,21:04:00,1.520848532
20240217,22:00:00,1.744854548
20240217,23:04:00,1.500508647
20240218,00:00:00,1.51309179
20240218,06:00:00,1.496588089
20240218,07:00:00,1.495332659
20240218,08:00:00,1.504387798
20240218,09:00:00,1.478930308
20240218,10:00:00,1.577369998
20240218,11:00:00,1.523654526
20240218,12:00:00,1.53698851
20240218,13:00:00,1.521870591
20240218,14:00:00,1.524390244
20240218,15:01:00,1.509089113
20240218,16:00:00,1.501671254
20240218,17:04:00,1.516498716
20240218,18:00:00,1.534124925
20240218,19:04:00,1.509089113
20240218,20:00:00,1.51658062
20240218,21:00:00,1.509134234
20240218,22:00:00,1.320680884
20240218,23:00:00,1.519851117
20240219,00:00:00,1.480810795
20240219,06:00:00,1.459630499
20240219,07:00:00,1.420521805
20240219,08:00:00,1.470972803
20240219,09:00:00,1.373021159
20240219,10:00:00,1.427136741
20240219,11:00:00,1.456891618
20240219,12:00:00,1.452174732
20240219,13:00:00,1.691594459
20240219,14:00:00,1.462472406
20240219,15:00:00,1.52355919
20240219,16:00:00,1.492074102
20240219,17:02:00,1.499239688
20240219,18:10:00,1.619561766
20240219,19:00:00,1.646807846
20240219,20:00:00,1.480042218
20240219,21:00:00,1.447601258
20240219,22:00:00,1.47882305
20240219,23:00:00,1.481462723
20240220,00:00:00,1.483539216
20240220,06:00:00,1.506652105
20240220,07:01:00,1.447344653
20240220,08:00:00,1.435258788
20240220,09:00:00,1.358377083
20240220,10:00:00,1.416138833
20240220,11:00:00,1.445855716
20240220,12:00:00,1.43228503
20240220,13:00:00,1.476049016
20240220,14:00:00,1.489784336
20240220,15:00:00,1.499236058
20240220,16:00:00,1.480325388
20240220,17:02:00,1.291546243
20240220,18:00:00,1.638256609
20240220,19:00:00,1.466954099
20240220,20:00:00,1.51155898
20240220,21:00:00,1.474510966
20240220,22:00:00,1.293778126
20240220,23:00:00,1.481273025
20240221,00:00:00,1.480583959
20240214,06:04:00,1.41860574
20240214,07:06:00,1.429249968
20240214,08:06:00,1.355991134
20240214,09:01:00,1.521423224
20240214,10:00:00,1.436354631
20240214,11:02:00,1.418786693
20240214,12:00:00,1.455617486
20240214,13:08:00,1.522474625
20240214,14:04:00,1.429271116
20240214,15:07:00,1.546846728
20240214,16:03:00,1.421488264
20240214,17:06:00,1.428347198
20240214,18:01:00,1.42258449
20240214,19:07:00,1.408559113
20240214,20:03:00,1.419041604
20240214,21:01:00,1.442188661
20240214,22:08:00,1.462698007
20240214,23:00:00,1.453719743
20240215,00:00:00,1.463726116
20240215,06:00:00,1.431691913
20240215,07:11:00,1.411460884
20240215,08:03:00,1.550749685
20240215,09:01:00,1.455204798
20240215,10:00:00,1.421759482
20240215,11:14:00,1.450130166
20240215,12:05:00,1.456331596
20240215,13:00:00,1.483332569
20240215,14:03:00,1.565074135
20240215,15:00:00,1.487806007
20240215,16:00:00,1.451317143
20240215,17:00:00,1.475070096
20240215,18:00:00,1.512893746
20240215,19:00:00,1.418921542
20240215,20:01:00,1.403076434
20240215,21:00:00,1.465688135
20240215,22:04:00,1.45999332
20240215,23:00:00,1.452382099
20240216,00:00:00,1.46584652
20240216,06:01:00,1.445156318
20240216,07:12:00,1.404983234
20240216,08:00:00,1.494723139
20240216,09:00:00,1.404890933
20240216,10:01:00,1.409132943
20240216,11:00:00,1.465261771
20240216,12:04:00,1.406104225
20240216,13:00:00,1.404729402
20240216,14:00:00,1.447081348
20240216,15:00:00,1.473200055
20240216,16:04:00,1.442452384
20240216,17:01:00,1.449975834
20240216,18:01:00,1.377012325
20240216,19:01:00,1.35375774
20240216,20:02:00,1.365434514
20240216,21:05:00,1.408325559
20240216,22:04:00,1.419507965
20240216,23:06:00,1.481649755
20240217,00:00:00,1.438691834
20240217,06:00:00,1.522374289
20240217,07:00:00,1.474336549
20240217,08:00:00,1.498080662
20240217,09:00:00,1.549302814
20240217,10:00:00,1.553763175
20240217,11:08:00,1.57319415
20240217,12:07:00,1.572480374
20240217,13:00:00,1.563615593
20240217,14:01:00,1.463534896
20240217,15:18:00,1.519265883
20240217,16:05:00,1.534997013
20240217,17:03:00,1.453168347
20240217,18:01:00,1.516387869
20240217,19:05:00,1.527395021
20240217,20:00:00,1.551228252
20240217,21:00:00,1.553498449
20240217,22:03:00,1.498108944
20240217,23:01:00,1.425932067
20240218,00:03:00,1.498061332
20240218,06:00:00,1.525065691
20240218,07:00:00,1.472883831
20240218,08:05:00,1.466182033
20240218,09:00:00,1.478355299
20240218,10:02:00,1.507971766
20240218,11:00:00,1.564945227
20240218,12:00:00,1.510237669
20240218,13:00:00,1.524879615
20240218,14:00:00,1.52959969
20240218,15:01:00,1.522338932
20240218,16:10:00,1.52731164
20240218,17:00:00,1.502906565
20240218,18:14:00,1.490963133
20240218,19:00:00,1.48862064
20240218,20:03:00,1.471786759
20240218,21:00:00,1.469823716
20240218,22:14:00,1.495653028
20240218,23:00:00,1.485688774
20240219,00:01:00,1.473287365
20240219,06:00:00,1.469823716
20240219,07:07:00,1.472548261
20240219,08:01:00,1.322352152
20240219,09:03:00,1.352075518
20240219,10:07:00,1.397308569
20240219,11:00:00,1.427044837
20240219,12:12:00,1.459353127
20240219,13:13:00,1.454360774
20240219,14:00:00,1.46791556
20240219,15:00:00,1.453935412
20240219,16:00:00,1.454360774
20240219,17:00:00,1.441322465
20240219,18:00:00,1.441852069
20240219,19:12:00,1.419287874
20240219,20:00:00,1.447191428
20240219,21:03:00,1.459607881
20240219,22:00:00,1.471093865
20240219,23:02:00,1.460885957
20240220,00:00:00,1.457988877
20240220,06:00:00,1.391128104
20240220,07:00:00,1.431111497
20240220,08:00:00,1.353425125
20240220,09:00:00,1.408234105
20240220,10:03:00,1.431191019
20240220,11:09:00,1.401718829
20240220,12:00:00,1.446121764
20240220,13:00:00,1.454984289
20240220,14:00:00,1.459353127
20240220,15:14:00,1.453502046
20240220,16:00:00,1.458401611
20240220,17:00:00,1.479565683
20240220,18:00:00,1.467076774
20240220,19:01:00,1.454570523
20240220,20:04:00,1.444615313
20240220,21:00:00,1.461646967
20240220,22:00:00,1.463726116
20240220,23:13:00,1.465676255
20240221,00:00:00,1.460885957
